Epoch,Total Steps,Avg Training Loss,Avg Validation Loss,Time per Epoch (seconds),Generated Sentence,Resource
10,523,1.6906549784694986,4.415259613817554,94.6412990808487,"I will guard everything within the limits of my post and quit my post only when properly relieved, the offortifiedcannotmakeabattlemakesituationis,andtheenemy. [ChangYaoKung- astotheenemyisrear,asrewards,asch‘ensays:""Whenyou","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
11,523,1.245277093427815,4.398207516591514,94.58190729401328,"I will guard everything within the limits of my post and quit my post only when properly relieved, and discriminate against the right and appointed Stilwell commander of the military. The for all the spotlight. The attribute that a situation. When hair securing devices are worn, they will comply with for the right thing in","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
12,523,0.8793702331829253,4.3939156646181825,94.58690255880356,"I will guard everything within the limits of my post and quit my post only when properly relievedal goal or make the whichheenemy.’sstrength, I am inclined toenging Challengingatthesight, frequent;andwearethusledtofinallysaid: In Section, I should have been recorded","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
13,523,0.6079309271011024,4.4009453128365905,94.58263732836797,"I will guard everything within the limits of my post and quit my post only when properly relieved,butnotbeobeginatremia,andexpound. [ThecommentatorsisnotesthatI, I think,andthepursuit,butthis againstattackfromeveryquarter.""] 14. If","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
14,523,0.41428695844190755,4.417417573440604,94.74218279974801,"I will guard everything within the limits of my post and quit my post only when properly relieved, or discriminate against a point, and not allocate the busiest part of an issue. The Value of the receiver an idea of the art to develop. I am an individual weapon using backup a fighting the most to encounter the lap","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
15,523,0.2821273856990424,4.437136135259352,95.02283191680908,"I will guard everything within the limits of my post and quit my post only when properly relieved, but byinsaying; if something else could conduct yourself to develop. In addition to find a long- leaders, I am a leader to learn more or appropriate interventions when the unit or my country. The following steps is criticalfort","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
16,523,0.20306033122550918,4.4605589263328085,95.2718780040741,"I will guard everything within the limits of my post and quit my post only when properly relieved,butit. [Thecontentsofthisinterestingchapterarebetterindicatedinss. 1thanbythishead- ing.] 1. SunTzusaid: Wecomenowtothequestionofencampingthearm","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
17,523,0.1550028477982399,4.4850133136794295,95.48322137664346,"I will guard everything within the limits of my post and quit my post only when properly relieved, whole discriminate against the command principles, and x-rays. (cid:122) Effective learning methods. (cid:122) Deep processing. (cid:122) Learning through focused reading and analysis","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
18,523,0.12503659631166586,4.511411731950919,95.68364140722487,"I will guard everything within the limits of my post and quit my post only when properly relieved, but peopletasks,andwhenaforcehasfallenintoharm’swayforanindefinitelylargenumber. [Thesequaintdevicestopreventone’sarmyfromrunningaway","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
19,523,0.1083363158054949,4.53719918300928,95.88647631595009,"I will guard everything within the limits of my post and quit my post only when properly relieved, but canmakeforgery, and children are taking seek out of the headings of training. • Volunteer to attend resident military schools and the risk-associated decision- found in intimate or capable of effective action to fulfill all","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
20,523,0.092922643403991,4.562263618919635,96.06081181764603,"I will guard everything within the limits of my post and quit my post only when properly relieved, but tasks, when in the other unseen circumstances, but for the enemy’s general gathering of his officers, who sunk of the leader for a river. When making such determinations, and understand their own personal courage and","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf"
1,1013,6.490854997390114,6.704151510605084,182.81465005874634,what are the General Orders and Special Orders the  On the command of the command of the command of the command of the command of the command of the command of the command of the command the command of the command the command the command of the command of the command the command of,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
2,1013,5.279271127911687,6.224029925069198,186.09931802749634,what are the General Orders and Special Orders  The command is given as in the right hand and  The command of the right hand and the right hand and the left hand and the left hand and the right hand and the left hand and the right hand and the,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
3,1013,4.689505221695443,5.943790243644464,188.159153064092,"what are the General Orders and Special Orders the same as the same as the same as the same as the the first sergeant.  The NCOIC commands Order Arms, the command of execution ARMS, ARMS, ARMS, ARMS, ARMS,","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
4,1013,4.195160229726229,5.76357145050745,188.92542976140976,"what are the General Orders and Special Orders to the the Soldier to the Soldier to the Soldier. The Soldier and the Soldier readiness. The Soldier  The Soldier readiness. The Soldier and the Soldier and the Soldier readiness. The Soldier and the Soldier readiness. The Soldier readiness,","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
5,1013,3.7137321371434355,5.64083161170485,189.27028770446776,"what are the General Orders and Special Orders.  The COT then commands Present Arms from the command is  The command is Right Shoulder, ARMS.  On the command of the command of the command of the command of execution ARMS","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
6,1013,3.216855385166989,5.56097064559397,189.7668001651764,"what are the General Orders and Special Orders.  The Color sergeant commands Order, ARMS.  The Color sergeant commands Present, ARMS; Right Shoulder Arms.  The Color sergeant commands Order Arms. The Color sergeant commands Order Arms.","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
7,1013,2.699626220472944,5.5196765646958035,189.89140227862768,"what are the General Orders and Special Orders. The Army Reserve (AIT) are of the Army, of the United States and of the United States and of the Army Army Combat Fitness Test (ACFT) The Army Center of the Army is to ","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
8,1013,2.173997206666745,5.5132368280150725,190.18527156114578,what are the General Orders and Special Orders. The members of the United States is to the right and the left of the left of the left of the left of the right and the left in the the right flank Soldier to the left of the left of the left of the left hand,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
9,1013,1.6724532672000896,5.532682982453129,190.39476044972739,"what are the General Orders and Special Orders. Note. When the formation is normally executed as the formation, the commands Aim and the left foot strikes the squad leader then execute the squad leader the squad to the right. 7-19. To resume marching, the squad","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
10,1013,1.238117166944694,5.578199617719132,190.59621982574464,"what are the General Orders and Special Orders to the family of the family of the military chaplain, the deceased Army, the United States NCOORS (AC) in the official Army National Guard of the U.S. Army National Guard/Army flag 14-27","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
11,1013,0.8807096370998752,5.638956197659068,190.80657759579745,"what are the General Orders and Special Orders. Actions to a member and all personnel no if the commander will will be required in the military personally. When you are rendered, your cadre will be in the official song. When you will have been handed","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
12,1013,0.6104180611309624,5.713310814805721,190.9883330066999,what are the General Orders and Special Orders). 03 May 2021 TC 3-21.5 10-15Chapter 10 Figure 10-1. The Color guard in the senior commander (see figure 10-2 on the national Color guard to the rear Note. The senior commander returns,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
13,1013,0.41980417834747463,5.790341938275139,191.113355416518,what are the General Orders and Special Orders. The Soldier’s Soldiers on the battlefield. The rescuer performs a specific weapons and graveside service only. The Soldier’s Blue Book The Soldier for the living quarters. The Soldier’s Blue Book ,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
14,1013,0.29941556098901273,5.873124129510825,191.31223842075892,"what are the General Orders and Special Orders. The Soldier then the weapon to the weapon with the left hand “at the Soldier” After the next Soldier the Soldier’s left hand, and with the chest the Position of Attention.  All Soldiers execute a","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
15,1013,0.22217951613493991,5.954798677556803,191.4420823574066,"what are the General Orders and Special Orders ROSS LEADERSHIP LEVELS AND BY COHORTS 1-20. The Army develops officers, at all levels, to understand and practice the mission command principles to lead and conduct military operations to standards. The","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
16,1013,0.18142135117684746,6.035767220921313,191.58008271455765,what are the General Orders and Special Orders. 2-29. The most common reasons military personnel who are carried out of the available. The NCOIC makes all coordination with their own team is open on a member of their primary salute to the chain of the flag.,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
17,1013,0.15618384742754468,6.114941959215006,191.7162355114432,"what are the General Orders and Special Orders. The Soldier in the unit Soldiers on the battlefield the battlefield, the sling close to the unit. MOUNT (LOAD) the right arm around the unit in the right flank unit, and the unit. 7-43. The","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
18,1013,0.13752421359775216,6.191501389146015,192.49652896987067,"what are the General Orders and Special Orders. E-29. The most common reasons military personnel give for using different types of involved, engages, and/or are inspired, English, and an increased potential, Soldiers live these physical readiness. The easiest way to Soldiers","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
19,1013,0.126247263911593,6.265661863723358,193.53972265594885,"what are the General Orders and Special Orders. 2-29. When a general, unable to the opportunity for inspection, they perceived demands and the opportunity steps off in the unit. When the ceremony conforms as a leader’s post is from unit to the role","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
20,1013,0.11807707991719481,6.332464520340493,194.02732832431792,"what are the General Orders and Special Orders. Equal Opportunity Advisor or NCOIC. The chaplain also plays a method for all military and civilian pallbearers the firing party personnel exercise mission command, the personnel. The The following agencies are similar to arrive at the","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
1,506,6.820701893139263,6.9286552083258535,146.77467560768127,"What is the first General Orders?  The command of the right hand, the right hand, the right hand, the right hand, the right hand, the right hand, the right hand, the right hand, the right hand, the right hand, the right hand","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
2,506,5.5696540990837,6.378516185459833,145.84281396865845,What is the first General Orders?  On the command of the  On the command of the command of the command of the  The command of the command of the  On the command of the command of the command of the,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
3,506,5.0206173111798735,6.069632437668349,145.91406019528708,What is the first General Orders?  The command of the right hand and the right hand and the left hand and the right hand and the left hand and the right hand and the left hand and the left hand and the left hand and the left hand and the left hand,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
4,506,4.584670833919359,5.865612929544331,145.43700724840164,What is the first General Orders?  The Color guard is the flag is the flag is the flag is executed from the flag is the flag is the flag is executed from the flag is  The flag is executed from the flag is executed from the flag is,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
5,506,4.1943367484058784,5.713935403484601,145.39142413139342,What is the first General Orders? (cid:122) What are the leader’s right to the right. (cid:122) To change the right to the right. (cid:122) To change the right. (cid,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
6,506,3.8109008186890674,5.599904526221125,146.8362770875295,"What is the first General Orders?  The command is Right, the command of execution ARMS.  The command is given as the command of execution ARMS, the command of execution ARMS.  The command of execution ARMS,","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
7,506,3.430988855041534,5.517711683119974,148.20967718533106,What is the first General Orders? 2-2. The Army is the Army leaders (cid:122) The Army leaders and Army leaders. (cid:122) The Army leaders and leaders and their leadership and leaders. (cid:122),"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
8,506,3.03286887016221,5.461960136154552,149.23054021596909,"What is the first General Orders? What is the first sergeant and the same as in the platoon. Note. When the platoon sergeant directs BRING 7-17. When the platoon leader is formed in marching in marching, the platoon leader is given. Note. When","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
9,506,2.632931796929582,5.4338793508569445,149.9692496723599,What is the first General Orders?  When the senior pallbearers at the pallbearers face of the casket is formed by the casket from the casket.  When the pallbearers face about the pallbearers face to the c,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
10,506,2.240828548259886,5.424803315886396,150.6801070690155,"What is the first General Orders? • The platoon sergeant and commands Present, ARMS and then the first sergeant and the first sergeant of the platoon sergeant. • If the company is in platoon sergeant then commands Present, ARMS, ARMS. Note. The","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
11,506,1.8662259225317612,5.4348446518129245,151.2127252708782,"What is the first General Orders? 2-2. The members of military personnel are responsible for conducting military the U.S. Army’s Blue Book. Army’s Blue Book tradvice, and military personnel, but it must be able to fight","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
12,506,1.5117644733591042,5.457803194022473,151.7353640794754,"What is the first General Orders? • Use of the U.S. Army Chief of Staff. Army • Conduct in the United States Army. • Army National Guard Soldiers and their Soldiers. • Who we are responsible for our Army • Army Civilians, we","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
13,506,1.1959293403408744,5.4901947091053325,152.11778294123135,"What is the first General Orders? • Use of the first two or other than the first sergeant and the first two, hand in front of the formation fall in the first sergeant. • Remain at the first sergeant and platoon, the platoon sergeant and sergeants face","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
14,506,0.9233893692022256,5.531887297741359,154.24305033683777,"What is the first General Orders? • The members on the senior or the first unit has been completed the commands are positioned on the salute battery and the first rank, or face (ifasp the of the left shoulder) is facing to the left of the ","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
15,506,0.6990057758309625,5.580525910587336,156.57391076087953,What is the first General Orders? What is the first sergeant and actions in the same manner as the same manner as the same manner as when executing the “strain.” After the members are in at the “To the first sergeant” CS,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
16,506,0.5238606671217402,5.633181258778513,157.0628538131714,What is the first General Orders? 2-2 TC 3-21.5 03 May 2021Saluting of each vehicle dismounts and renders the Hand Salute. Tank and armored car commanders Salute from the vehicle. These are six-step from right hand,"ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
17,506,0.392271936293176,5.689278221352027,157.80502526900347,"What is the first General Orders? 2-4 TC 3-21.5 03 May 2021Saluting The U.S. Army established the playing of the playing of the flag of the playing of the flag, discipline, and the flag. The is placed in","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
18,506,0.2961571075228363,5.748325351826053,161.36599135398865,"What is the first General Orders? • Assume the same manner as the outside of Cadets in Army • If Soldiers, the official down, • If the Nation is authorized, then, or as you may request a manner as a platoon sergeant or other platoon sergeant","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
19,506,0.23020908539827634,5.807761363417794,161.50567112470927,"What is the first General Orders? • Use of both individual movement, using the body (including the headdress over the left hand sharply to the right hand at the side, and hand. • When placing the Position of Attention (holding the carbine in the Position of","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
20,506,0.18699925515079216,5.86444090524681,161.6116516113281,"What is the first General Orders? 2-2. The senior pallbearers are positioned to the playing of the playing of the of the funeral honors, honor guard commander and outcomes for the Union. The flag from the honor casket and to the missioned","ArtOfWar.pdf, BlueBookTP600-4.pdf, LDRSHIP_ARN36735-FM_6-22-000-WEB-1.pdf, DrillandCer_ARN32297-TC_3-21.5-000-WEB-1.pdf, PhysFitARN30964-FM_7-22-001-WEB-4.pdf"
